id,date,time,user_raw,venue_raw,venue_norm,purpose,headcount,amount,per_person,method,year_month,hour,flags
2025-06-x-e026d2,2025-06-02,12:37:25,부의장,토담마을,토담마을,지역현안 논의에 따른 유관기관 관계자 간담회,6,148000,24666.666666666668,카드,2025-06,12,seq_corrupt
2025-06-2-0cc59c,2025-06-02,12:48:04,부의장,스타벅스코리아,스타벅스코리아,지역민원 및 현안 논의에 따른 관계자 간담회,5,23500,4700,카드,2025-06,12,
2025-06-3-dd70b5,2025-06-02,12:53:47,부의장,스타벅스코리아,스타벅스코리아,지역민원 및 현안 논의에 따른 관계자 간담회,2,7100,3550,카드,2025-06,12,
2025-06-4-2acf66,2025-06-02,21:09:50,의장,사조회참치장한평점,사조회참치장한평점,현안 관련 관계자 간담회,7,147000,21000,카드,2025-06,21,
2025-06-5-ff5d6e,2025-06-04,18:36:54,의장,사조회참치장한평점,사조회참치장한평점,관련 유관기관 관계자 간담회 민원 및 현안,15,296000,19733.333333333332,카드,2025-06,18,
2025-06-6-86246b,2025-06-04,21:41:25,운영위원장,우리곱창,우리곱창,민원 현안 관련 관계자 간담회 및,4,88000,22000,카드,2025-06,21,
2025-06-7-661f80,2025-06-09,12:31:28,복지건설위원장,스타벅스코리아,스타벅스코리아,관계자 간담회 현안 관련,,49200,,카드,2025-06,12,headcount_invalid
2025-06-8-09bad4,2025-06-09,18:35:23,의장,나누리 흑염소 전문,나누리흑염소전문,현안 관련 관계자 간담회,3,93000,31000,카드,2025-06,18,
2025-06-9-4831af,2025-06-09,20:01:57,복지건설위원장,동강오리,동강오리,현안업무 추진 사무국 직원 격려 간담회,3,76000,25333.333333333332,카드,2025-06,20,
2025-06-10-3e0106,2025-06-10,11:51:41,의장,경성농장,경성농장,민원 및 관련 유관기관 관계자 간담회 현안,18,276000,15333.333333333334,카드,2025-06,11,
2025-06-11-80f4cd,2025-06-10,12:07:07,의장,메가엠지씨커피 동대,메가엠지씨커피동대,및 관련 유관기관 민원 현안 관계자 간담회,18,56000,3111.1111111111113,카드,2025-06,12,
2025-06-12-7a1ceb,2025-06-10,19:16:33,의장,나누리 흑염소 전문,나누리흑염소전문,민원 및 관련 유관기관 관계자 간담회 현안,,184000,,카드,2025-06,19,headcount_invalid
2025-06-13-de41d8,2025-06-11,20:05:54,복지건설위원장,한우천국,한우천국,민원 관련 유관기관 관계자 간담회,8,222000,27750,카드,2025-06,20,
2025-06-14-ee12c5,2025-06-11,22:23:54,의장,한근숯불닭갈비,한근숯불닭갈비,현안 관련 관계자 간담회,15,230000,15333.333333333334,카드,2025-06,22,
2025-06-15-307365,2025-06-12,12:09:39,의장,경성농장,경성농장,현안업무 추진 사무국 직원 격려 간담회,18,248000,13777.777777777777,카드,2025-06,12,
2025-06-16-2ac87b,2025-06-12,12:13:22,의장,메가엠지씨커피 동대,메가엠지씨커피동대,현안업무 추진 사무국 직원 간담회 격려,18,36000,2000,카드,2025-06,12,
2025-06-17-830193,2025-06-13,19:31:17,운영위원장,(주)유래회관,(주)유래회관,의회현안업무 논의에 따른 관계자 간담회,3,108000,36000,카드,2025-06,19,
2025-06-x-5e3301,2025-06-16,19:23:53,의장,(주)유성집,(주)유성집,의회현안업무 논의에 따른 관계자 간담회,,107000,,,2025-06,19,user_inherited|seq_corrupt|headcount_missing
2025-06-18-e71f1a,2025-06-16,13:22:41,의장,오늘은 밥대장,오늘은밥대장,및 현안 민원 관련 관계자 간담회,12,110400,9200,카드,2025-06,13,
2025-06-x-df92c0,2025-06-17,11:28:56,의장,식탐한식부페,식탐한식부페,현안 관련 관계자 간담회,11,93500,8500,,2025-06,11,user_inherited|seq_corrupt
2025-06-x-504430,2025-06-17,19:59:29,의장,미스사이공 장안점,미스사이공장안점,현안업무 추진 사무국 직원 격려 간담회,4,51000,12750,,2025-06,19,user_inherited|seq_corrupt
2025-06-x-5c06d1,2025-06-18,12:54:46,의장,남원,남원,현안업무 추진 사무국 직원 격려 간담회,10,123000,12300,,2025-06,12,user_inherited|seq_corrupt
2025-06-x-12a567,2025-06-18,19:42:31,의장,송가네,송가네,현안 관련 관계자 간담회,,291000,,,2025-06,19,user_inherited|seq_corrupt|headcount_missing
2025-06-x-3d2b63,2025-06-19,11:16:07,의장,전골마을,전골마을,현안 관련 유관단체 관계자 간담회,15,229000,15266.666666666666,,2025-06,11,user_inherited|seq_corrupt
2025-06-x-261d41,2025-06-19,13:23:55,의장,메가엠지씨커피 동대,메가엠지씨커피동대,민원 및 현안 관련 관계자 간담회,5,17200,3440,,2025-06,13,user_inherited|seq_corrupt
2025-06-x-e36b1c,2025-06-19,20:04:55,의장,천호낙지,천호낙지,현안 관련 관계자 간담회,4,100000,25000,,2025-06,20,user_inherited|seq_corrupt
2025-06-x-ed0722,2025-06-19,21:49:35,의장,마구로준,마구로준,현안 관련 관계자 간담회,4,91000,22750,,2025-06,21,user_inherited|seq_corrupt
2025-06-x-b9fc39,2025-06-20,17:44:00,의장,골목막창,골목막창,현안 관련 관계자 간담회,,293000,,,2025-06,17,user_inherited|seq_corrupt|headcount_missing
2025-06-x-0fd721,2025-06-20,19:12:08,의장,이프로,이프로,현안 관련 관계자 간담회,5,68000,13600,,2025-06,19,user_inherited|seq_corrupt
2025-06-x-1618df,2025-06-20,19:17:18,의장,우리돈,우리돈,민원 및 현안 관련 관계자 간담회,17,403000,23705.882352941175,,2025-06,19,user_inherited|seq_corrupt
2025-06-x-d1c8de,2025-06-23,14:52:48,의장,동강오리,동강오리,민원 및 현안 관련 유관기관 관계자 간담회,9,287000,31888.88888888889,,2025-06,14,user_inherited|seq_corrupt
2025-06-x-8fd492,2025-06-23,20:18:17,의장,김연례 대원한방능이,김연례대원한방능이,민원 및 현안 관련 유관기관 관계자 간담회,6,150000,25000,,2025-06,20,user_inherited|seq_corrupt
2025-06-x-2b43ae,2025-06-23,20:46:22,의장,씨마트2,씨마트2,지역민원 및 현안 논의에 따른 관계자 간담회,3,150000,50000,,2025-06,20,user_inherited|seq_corrupt
2025-06-x-9247cd,2025-06-24,12:35:23,의장,더테이블,더테이블,현안업무 추진 사무국 직원 격려 간담회,9,284000,31555.555555555555,,2025-06,12,user_inherited|seq_corrupt
2025-06-x-23124d,2025-06-24,13:01:54,의장,최강낙지,최강낙지,현안 관련 관계자 간담회,8,164000,20500,,2025-06,13,user_inherited|seq_corrupt
2025-06-x-2f6211,2025-06-24,19:03:13,의장,모리야 롯데 청량리점,모리야롯데청량리점,현안업무 추진 사무국 직원 격려 간담회,8,132000,16500,,2025-06,19,user_inherited|seq_corrupt
2025-06-x-130fda,2025-06-24,21:41:21,의장,하루원,하루원,민원 및 현안 관련 관계자 간담회,5,150000,30000,,2025-06,21,user_inherited|seq_corrupt
2025-06-x-64b783,2025-06-30,12:37:10,의장,이디야(시립대점),이디야(시립대점),현안 관련 관계자 간담회,3,14400,4800,,2025-06,12,user_inherited|seq_corrupt
2025-06-x-77cb98,2025-06-30,12:48:07,의장,(주)유래회관,(주)유래회관,현안 관련 관계자 간담회,4,154000,38500,,2025-06,12,user_inherited|seq_corrupt
2025-06-x-07cd0a,2025-06-30,19:26:01,의장,씨마트,씨마트,지역민원 및 현안 논의에 따른 관계자 간담회,,150000,,,2025-06,19,user_inherited|seq_corrupt|headcount_missing
2025-06-x-404537,2025-06-30,20:58:46,의장,부산횟집,부산횟집,민원 및 현안 관련 유관기관 관계자 간담회,3,84000,28000,,2025-06,20,user_inherited|seq_corrupt
2025-07-1-b4f249,2025-07-01,12:40:36,부의장,해송,해송,지역현안 관련 관계자 간담회,3,51000,17000,카드,2025-07,12,
2025-07-2-a5bebe,2025-07-01,20:11:31,복지건설위원장,오슬로우커피 답십리,오슬로우커피답십리,현안 관련 유관기관 관계자 간담회,7,35600,5085.714285714285,카드,2025-07,20,
2025-07-3-55aa3c,2025-07-01,20:55:24,행정기획위원장,아사쿠사,아사쿠사,현안 관련 유관단체 관계자 간담회,8,163000,20375,카드,2025-07,20,
2025-07-4-dbfddf,2025-07-02,12:32:16,복지건설위원장,우리칼국수,우리칼국수,현안 관련 유관기관 관계자 간담회,2,19800,9900,카드,2025-07,12,
2025-07-5-ecef33,2025-07-02,13:44:43,부의장,최강낙지,최강낙지,지역현안 관련 유관단체 관계자 간담회,4,111000,27750,카드,2025-07,13,
2025-07-6-fa6821,2025-07-02,19:05:29,운영위원장,찌마기용두점,찌마기용두점,현안 관련 관계자 간담회,5,126500,25300,카드,2025-07,19,
2025-07-7-9da4b1,2025-07-02,19:20:56,의장,알리고,알리고,민원 및 현안 관련 유관기관 관계자 간담회,11,296000,26909.090909090908,카드,2025-07,19,
2025-07-8-cdd2f2,2025-07-03,12:25:31,의장,최강낙지,최강낙지,현안업무 추진 사무국 직원 격려 간담회,4,48000,12000,카드,2025-07,12,
2025-07-9-2b2382,2025-07-03,13:24:14,복지건설위원장,장어세상,장어세상,민원 및 현안 관련 유관기관 관계자 간담회,4,138000,34500,카드,2025-07,13,
2025-07-10-2cac5a,2025-07-03,13:36:18,운영위원장,장어시대,장어시대,민원 및 현안 관련 유관기관 관계자 간담회,7,314000,44857.142857142855,카드,2025-07,13,
2025-07-11-b8b826,2025-07-03,19:31:08,의장,김가네보쌈 명태찜,김가네보쌈명태찜,민원 및 현안 관련 관계자 간담회,8,114000,14250,카드,2025-07,19,
2025-07-12-7a158c,2025-07-04,18:28:29,운영위원장,비비큐(BBQ)중랑역점,비비큐(BBQ)중랑역점,민원 및 현안 관련 관계자 간담회,3,67500,22500,카드,2025-07,18,
2025-07-13-9ade5d,2025-07-04,19:33:38,부의장,동호일식,동호일식,지역민원 및 현안 관련 관계자 간담회,6,200000,33333.333333333336,카드,2025-07,19,
2025-07-14-28d744,2025-07-04,21:22:20,의장,동강오리,동강오리,민원 및 현안 관련 관계자 간담회,12,256000,21333.333333333332,카드,2025-07,21,
2025-07-15-fac324,2025-07-07,12:40:40,복지건설위원장,조영환의 대양한방숯,조영환의대양한방숯,현안 관련 관계자 간담회,8,280000,35000,카드,2025-07,12,
2025-07-16-58aa1b,2025-07-07,18:36:00,의장,다올낙지,다올낙지,현안 관련 유관단체 관계자 간담회,5,75000,15000,카드,2025-07,18,
2025-07-17-5f2403,2025-07-08,11:37:28,복지건설위원장,동강오리,동강오리,민원 및 현안 관련 관계자 간담회,6,172000,28666.666666666668,카드,2025-07,11,
2025-07-18-8a85b6,2025-07-08,20:08:12,의장,본가남원추어탕,본가남원추어탕,현안 관련 관계자 간담회,12,164000,13666.666666666666,카드,2025-07,20,
2025-07-19-5bb0b1,2025-07-08,20:59:28,부의장,홍가네,홍가네,의회현안업무 논의에 따른 관계자 간담회,12,292000,24333.333333333332,카드,2025-07,20,
2025-07-20-8d8c19,2025-07-09,12:37:33,의장,남원,남원,현안업무 추진 사무국 직원 격려 간담회,6,60000,10000,카드,2025-07,12,
2025-07-21-2a755e,2025-07-09,12:56:08,운영위원장,용두동쭈꾸미,용두동쭈꾸미,현안업무 추진 사무국 직원 격려 간담회,8,263000,32875,카드,2025-07,12,
2025-07-22-8ebe23,2025-07-09,19:28:54,부의장,장군뽈따구,장군뽈따구,민원 및 현안 관련 관계자 간담회,13,297000,22846.153846153848,카드,2025-07,19,
2025-07-23-b3f72c,2025-07-09,19:40:08,복지건설위원장,지호한방삼계탕,지호한방삼계탕,현안업무 추진 사무국 직원 격려 간담회,4,88000,22000,카드,2025-07,19,
2025-07-24-f97c32,2025-07-09,20:29:43,의장,일번지푸드(주),일번지푸드(주),민원 및 현안 관련 유관단체 관계자 간담회,7,210000,30000,카드,2025-07,20,
2025-07-25-7dcb6c,2025-07-10,20:08:46,운영위원장,용두동복집,용두동복집,현안 관련 유관기관 관계자 간담회,10,446000,44600,카드,2025-07,20,
2025-07-26-291623,2025-07-11,19:39:54,복지건설위원장,아름다운짜장,아름다운짜장,현안업무 추진 사무국 직원 격려 간담회,5,127000,25400,카드,2025-07,19,
2025-07-27-ff3e48,2025-07-11,21:28:36,행정기획위원장,부산횟집,부산횟집,민원 및 현안 관련 관계자 간담회,8,266000,33250,카드,2025-07,21,
2025-07-28-f90f80,2025-07-14,13:16:11,의장,최강낙지,최강낙지,민원 및 현안 관련 관계자 간담회,11,179000,16272.727272727272,카드,2025-07,13,
2025-07-29-da0f6e,2025-07-14,13:26:11,행정기획위원장,송가네,송가네,민원 및 현안 관련 유관단체 관계자 간담회,13,260000,20000,카드,2025-07,13,
2025-07-30-eec1ac,2025-07-14,20:29:48,의장,명품한방삼계탕,명품한방삼계탕,현안 관련 유관단체 관계자 간담회,8,158000,19750,카드,2025-07,20,
2025-07-31-d3a688,2025-07-14,20:44:24,복지건설위원장,동강오리,동강오리,민원 및 현안 관련 관계자 간담회,7,195000,27857.14285714286,카드,2025-07,20,
2025-07-32-b41af9,2025-07-15,12:54:31,운영위원장,모리야 롯데 청량리,모리야롯데청량리점,민원 및 현안 관련 관계자 간담회,3,62000,20666.666666666668,카드,2025-07,12,
2025-07-33-25f05c,2025-07-15,13:22:20,복지건설위원장,한춘상 일미간장게장,한춘상일미간장게장,민원 및 현안 관련 유관기관 관계자 간담회,3,79000,26333.333333333332,카드,2025-07,13,
2025-07-34-99057a,2025-07-15,21:14:40,의장,풍미담,풍미담,현안 관련 관계자 간담회,13,289000,22230.76923076923,카드,2025-07,21,
2025-07-35-9f80cc,2025-07-16,13:21:10,운영위원장,제이에이치베이커리,제이에이치베이커리,민원 및 현안 관련 관계자 간담회,4,45000,11250,카드,2025-07,13,
2025-07-36-c08a3a,2025-07-16,17:43:12,행정기획위원장,우일식당,우리식당,민원 및 현안 관련 관계자 간담회,9,198000,22000,카드,2025-07,17,
2025-07-37-092155,2025-07-16,18:30:10,의장,압구정찌개마을,압구정찌개마을,민원 및 현안 관련 관계자 간담회,11,130000,11818.181818181818,카드,2025-07,18,
2025-07-38-94d402,2025-07-17,12:11:46,부의장,경성농장,경성농장,지역현안 관련 유관단체 관계자 간담회,8,168000,21000,카드,2025-07,12,
2025-07-39-996bd2,2025-07-17,19:45:14,복지건설위원장,본가칼국수,본가칼국수,지역민원 및 현안 논의에 따른 관계자 간담회,4,89000,22250,카드,2025-07,19,
2025-07-40-435aeb,2025-07-17,21:08:08,부의장,(주)고깃집공간,(주)고깃집공간,지역민원 관련 관계자 간담회,12,230000,19166.666666666668,카드,2025-07,21,
2025-07-41-125999,2025-07-18,11:06:23,의장,천호낙지,천호낙지,민원 및 현안 관련 유관기관 관계자 간담회,9,135000,15000,카드,2025-07,11,
2025-07-42-504e1d,2025-07-18,20:33:43,의장,조선감저,조선감저,현안 관련 관계자 간담회,12,163000,13583.333333333334,카드,2025-07,20,
2025-07-43-e2be6e,2025-07-18,21:26:34,행정기획위원장,김연례 대원한방능이,김연례대원한방능이,민원 및 현안 관련 관계자 간담회,9,150000,16666.666666666668,카드,2025-07,21,
2025-07-44-7e2336,2025-07-21,12:00:46,의장,강박사 쌈밥,강박사쌈밥,현안 관련 관계자 간담회,4,56000,14000,카드,2025-07,12,
2025-07-45-fac974,2025-07-21,21:09:34,의장,동강오리,동강오리,민원 및 현안 관련 유관단체 관계자 간담회,16,276000,17250,카드,2025-07,21,
2025-07-46-8ed441,2025-07-22,14:10:47,의장,해다원해물찜,해다원해물찜,민원 및 현안 관련 관계자 간담회,5,71000,14200,카드,2025-07,14,
2025-07-47-8f36d6,2025-07-22,20:50:49,부의장,풍천숯불장어세상,풍천숯불장어세상,제345회 임시회 관련 의회 현안 관계자 간담회,9,134000,14888.888888888889,카드,2025-07,20,
2025-07-48-91ee1e,2025-07-22,21:51:29,의장,풍천만물장어,풍천만물장어,민원 및 현안 관련 유관단체 관계자 간담회,3,81500,27166.666666666668,카드,2025-07,21,
2025-07-49-c6dc3d,2025-07-22,22:30:27,부의장,밤푸스치킨,밤푸스치킨,민원 및 현안 관련 관계자 간담회,5,85000,17000,카드,2025-07,22,
2025-07-50-88d401,2025-07-24,12:59:06,부의장,제주은희네해장국,제주은희네해장국,제345회 임시회 관련 의회 현안 관계자 간담회,2,24000,12000,카드,2025-07,12,
2025-07-51-b85b5f,2025-07-24,16:01:30,부의장,빽다방 신이문역점,빽다방신이문역점,제345회 임시회 관련 유관단체 관계자 간담회,22,68000,3090.909090909091,카드,2025-07,16,
2025-07-52-68cbd1,2025-07-25,11:17:38,운영위원장,마호가니 커피 청량리,마호가니커피청량리,민원 및 현안 관련 관계자 간담회,3,16900,5633.333333333333,카드,2025-07,11,
2025-07-53-e63220,2025-07-25,12:50:53,복지건설위원장,원성집,원성집,현안 관련 유관기관 관계자 간담회,3,65000,21666.666666666668,카드,2025-07,12,
2025-07-54-f2dc18,2025-07-25,18:23:59,의장,무교동맷돌파전,무교동맷돌파전,민원 및 현안 관련 관계자 간담회,3,42000,14000,카드,2025-07,18,
2025-07-55-cbda5a,2025-07-28,12:45:36,의장,나누리 흑염소 전문,나누리흑염소전문,현안업무 추진 사무국 직원 격려 간담회,6,144000,24000,카드,2025-07,12,
2025-07-56-60b512,2025-07-28,13:21:27,행정기획위원장,아소정 청량리,아소정청량리,현안 관련 관계자 간담회,4,76000,19000,카드,2025-07,13,
2025-07-57-10326a,2025-07-28,13:58:20,부의장,팬스테이크키친,팬스테이크키친,의회현안업무 논의에 따른 관계자 간담회,3,92000,30666.666666666668,카드,2025-07,13,
2025-07-58-b5ec51,2025-07-28,14:09:15,운영위원장,로커보어테이블 청량리,로커보어테이블청량리,의회현안업무 논의에 따른 관계자 간담회,3,17900,5966.666666666667,카드,2025-07,14,
2025-07-59-28bb38,2025-07-28,19:35:10,의장,경성농장,경성농장,민원 및 현안 관련 관계자 간담회,18,286000,15888.888888888889,카드,2025-07,19,
2025-07-60-1276d0,2025-07-28,19:50:55,운영위원장,템포커피 용두동중앙,템포커피용두동중앙,민원 및 현안 관련 관계자 간담회,2,7000,3500,카드,2025-07,19,
2025-07-61-162ab7,2025-07-28,20:37:01,운영위원장,용두똥돼지,용두똥돼지,현안 관련 관계자 간담회,6,297000,49500,카드,2025-07,20,
2025-07-62-1f2d5a,2025-07-29,13:04:12,복지건설위원장,경북칼국수,경북칼국수,현안업무 추진 사무국 직원 격려 간담회,4,46000,11500,카드,2025-07,13,
2025-07-63-c0d3a4,2025-07-29,13:18:32,행정기획위원장,송가네,송가네,현안 관련 관계자 간담회,15,345000,23000,카드,2025-07,13,
2025-07-64-812a75,2025-07-29,18:13:34,의장,나누리 흑염소 전문,나누리흑염소전문,민원 및 현안 관련 유관기관 관계자 간담회,7,112000,16000,카드,2025-07,18,
2025-07-65-48981e,2025-07-29,19:21:20,운영위원장,고기여행,고기여행,민원 및 현안 관련 관계자 간담회,4,122000,30500,카드,2025-07,19,
2025-07-66-1a6fef,2025-07-30,12:21:12,운영위원장,남해바다,남해바다,의회현안업무 논의에 따른 관계자 간담회,2,40000,20000,카드,2025-07,12,
2025-07-67-db8035,2025-07-30,12:22:52,부의장,광주회관,광주회관,지역현안 관련 유관기관 관계자 간담회,12,272000,22666.666666666668,카드,2025-07,12,
2025-07-68-e1b945,2025-07-30,18:37:18,의장,천복집흑염소상봉1호,천복집흑염소상봉1호,현안 관련 관계자 간담회,4,80000,20000,카드,2025-07,18,
2025-07-69-fbbb90,2025-07-31,12:02:10,행정기획위원장,전골마을,전골마을,민원 및 현안 관련 유관단체 관계자 간담회,19,290000,15263.157894736842,카드,2025-07,12,
2025-07-70-86ed88,2025-07-31,16:45:19,의장,한근숯불닭갈비,한근숯불닭갈비,민원 및 현안 관련 관계자 간담회,10,152000,15200,카드,2025-07,16,
2025-08-x-acae83,2025-08-01,18:53:46,운영위원장,와규스타(WAGYUSTAR),와규스타(WAGYUSTAR),현안 관련 관계자 간담회,4,164000,41000,카드,2025-08,18,seq_corrupt
2025-08-2-4a6de3,2025-08-04,19:19:36,행정기획위원장,흑선,흑선,현안 관련 관계자 간담회,4,94500,23625,카드,2025-08,19,
2025-08-3-fd736d,2025-08-04,19:45:54,복지건설위원장,장안칼국수,장안칼국수,현안업무 추진 사무국 직원 격려 간담회,3,65000,21666.666666666668,카드,2025-08,19,
2025-08-4-b1db22,2025-08-05,12:43:20,복지건설위원장,골목냉면,골목냉면,민원 및 현안 관련 관계자 간담회,2,44000,22000,카드,2025-08,12,
2025-08-5-8dcbca,2025-08-05,13:41:12,행정기획위원장,만나네 마라탕,만나네마라탕,민원 및 현안 관련 유관기관 관계자 간담회,3,43900,14633.333333333334,카드,2025-08,13,
2025-08-6-0255c6,2025-08-05,21:47:49,복지건설위원장,빛나는 바다,빛나는바다,민원 및 현안 관련 관계자 간담회,5,169000,33800,카드,2025-08,21,
2025-08-x-5efc4a,2025-08-07,18:14:13,의장,조영환의 대양한방숯,조영환의대양한방숯,및 관련 유관기관 관계자 간담회 민원 현안,12,400000,33333.333333333336,카드,2025-08,18,seq_corrupt
2025-08-7-0cfa1a,2025-08-07,12:28:49,행정기획위원장,이디야동부병원사거,이디야동부병원사거,의회현안업무 논의에 따른 관계자 간담회,3,11000,3666.6666666666665,카드,2025-08,12,
2025-08-8-7866e4,2025-08-07,12:55:47,복지건설위원장,최강낙지,최강낙지,현안 관련 관계자 간담회,6,174000,29000,카드,2025-08,12,
2025-08-9-9f0df4,2025-08-07,14:05:04,운영위원장,메가엠지씨커피 동대,메가엠지씨커피동대,지역민원 및 현안 논의에 따른 관계자 간담회,3,20000,6666.666666666667,카드,2025-08,14,
2025-08-11-7afb78,2025-08-07,19:31:50,운영위원장,본추추어탕,본추추어탕,민원 및 현안 관련 관계자 간담회,3,84000,28000,카드,2025-08,19,
2025-08-12-a3defb,2025-08-07,20:33:20,행정기획위원장,흑선,흑선,민원 관계자 간담회 및 현안 관련,4,103500,25875,카드,2025-08,20,
2025-08-13-18dcf7,2025-08-08,12:44:32,운영위원장,본죽&비빔밥카페 제,본죽&비빔밥카페제,민원 및 관련 관계자 간담회 현안,2,22000,11000,카드,2025-08,12,
2025-08-14-8add7e,2025-08-08,13:21:04,복지건설위원장,다옴감자탕 양평해장,다옴감자탕양평해장,현안 관련 유관기관 관계자 간담회,7,220000,31428.571428571428,카드,2025-08,13,
2025-08-15-a545bc,2025-08-08,18:02:25,행정기획위원장,김연례 대원한방능이,김연례대원한방능이,및 유관단체 관계자 간담회 민원 현안 관련,7,140000,20000,카드,2025-08,18,
2025-08-16-ab2bd8,2025-08-08,21:15:47,운영위원장,하루원,하루원,관련 유관기관 관계자 간담회 현안,5,190000,38000,카드,2025-08,21,
2025-08-17-147b06,2025-08-11,19:33:30,복지건설위원장,오리명가,오리명가,민원 현안 관련 유관기관 관계자 간담회 및,5,152000,30400,카드,2025-08,19,
2025-08-18-a13390,2025-08-11,21:39:53,행정기획위원장,장안정,장안정,관련 관계자 간담회 현안,9,150000,16666.666666666668,카드,2025-08,21,
2025-08-x-0a70c8,2025-08-13,12:08:10,행정기획위원장,싸왓디타이,싸왓디타이,민원 및 현안 관련 관계자 간담회,6,81000,13500,,2025-08,12,user_inherited|seq_corrupt
2025-08-x-025517,2025-08-13,18:33:47,행정기획위원장,(주)유성집,(주)유성집,지역민원 관련 관계자 간담회,,104000,,,2025-08,18,user_inherited|seq_corrupt|headcount_missing
2025-08-x-b45a7a,2025-08-13,21:24:03,행정기획위원장,두리양대창,두리양대창,의회현안업무 논의에 따른 관계자 간담회,5,173000,34600,,2025-08,21,user_inherited|seq_corrupt
2025-08-x-69cc21,2025-08-14,12:17:08,행정기획위원장,최강낙지,최강낙지,현안업무 추진 사무국 직원 격려 간담회,4,54000,13500,,2025-08,12,user_inherited|seq_corrupt
2025-08-x-086814,2025-08-14,13:15:58,행정기획위원장,조영환의 대양한방숯,조영환의대양한방숯,민원 및 현안 관련 유관기관 관계자 간담회,5,140000,28000,,2025-08,13,user_inherited|seq_corrupt
2025-08-x-f79ef2,2025-08-14,18:15:09,행정기획위원장,동호식당,동호식당,민원 및 현안 관련 유관기관 관계자 간담회,10,160000,16000,,2025-08,18,user_inherited|seq_corrupt
2025-08-x-fe3248,2025-08-14,20:21:32,행정기획위원장,최강낙지,최강낙지,현안 관련 관계자 간담회,4,152000,38000,,2025-08,20,user_inherited|seq_corrupt
2025-08-x-730bf7,2025-08-18,12:24:05,행정기획위원장,오리명가,오리명가,민원 및 현안 관련 유관기관 관계자 간담회,4,136000,34000,,2025-08,12,user_inherited|seq_corrupt
2025-08-x-406da4,2025-08-18,13:03:44,행정기획위원장,북배산흑염소요리,북배산흑염소요리,현안 관련 관계자 간담회,4,120000,30000,,2025-08,13,user_inherited|seq_corrupt
2025-08-x-e0cb69,2025-08-18,18:33:50,행정기획위원장,동호식당,동호식당,현안 관련 관계자 간담회,2,20000,10000,,2025-08,18,user_inherited|seq_corrupt
2025-08-x-782a12,2025-08-18,21:22:14,행정기획위원장,꼬지사께 서일핵밥,꼬지사께서일핵밥,의회현안업무 논의에 따른 관계자 간담회,7,135700,19385.714285714286,,2025-08,21,user_inherited|seq_corrupt
2025-08-x-4f5f33,2025-08-19,20:10:26,행정기획위원장,용두똥돼지,용두똥돼지,민원 및 현안 관련 관계자 간담회,12,297000,24750,,2025-08,20,user_inherited|seq_corrupt
2025-08-x-9c06fe,2025-08-20,12:36:04,행정기획위원장,남원,남원,의회현안업무 논의에 따른 관계자 간담회,5,70000,14000,,2025-08,12,user_inherited|seq_corrupt
2025-08-x-3417d8,2025-08-20,17:13:13,행정기획위원장,장어세상,장어세상,의회현안업무 논의에 따른 관계자 간담회,5,76000,15200,,2025-08,17,user_inherited|seq_corrupt
2025-08-x-60a0a2,2025-08-21,13:56:06,행정기획위원장,최강낙지,최강낙지,현안업무 추진 사무국 직원 격려 간담회,,94000,,,2025-08,13,user_inherited|seq_corrupt|headcount_missing
2025-08-x-48e0b6,2025-08-21,18:26:35,행정기획위원장,춘향골남원추어탕성,춘향골남원추어탕성,지역현안 관련 관계자 간담회,,30000,,,2025-08,18,user_inherited|seq_corrupt|headcount_missing
2025-08-x-a64246,2025-08-22,10:49:42,행정기획위원장,고봉산 뼈칼국수,고봉산뼈칼국수,현안 관련 관계자 간담회,9,110000,12222.222222222223,,2025-08,10,user_inherited|seq_corrupt
2025-08-x-49f1b5,2025-08-25,19:47:48,행정기획위원장,전골마을,전골마을,민원 및 현안 관련 유관단체 관계자 간담회,15,219000,14600,,2025-08,19,user_inherited|seq_corrupt
2025-08-x-1ac76d,2025-08-28,12:22:59,행정기획위원장,최강낙지,최강낙지,민원 및 현안 관련 유관기관 관계자 간담회,3,118000,39333.333333333336,,2025-08,12,user_inherited|seq_corrupt
2025-08-x-557db1,2025-08-28,17:30:56,행정기획위원장,오리명가,오리명가,민원 및 현안 관련 유관기관 관계자 간담회,3,100000,33333.333333333336,,2025-08,17,user_inherited|seq_corrupt
2025-08-x-9093cb,2025-08-28,19:02:34,행정기획위원장,솔낭구,솔낭구,민원 및 현안 관련 유관단체 관계자 간담회,20,487000,24350,,2025-08,19,user_inherited|seq_corrupt
2025-08-x-136f88,2025-08-28,19:20:15,행정기획위원장,김가네보쌈 명태찜,김가네보쌈명태찜,현안 관련 관계자 간담회,4,72000,18000,,2025-08,19,user_inherited|seq_corrupt
2025-08-x-9d49ec,2025-08-29,13:35:04,행정기획위원장,하루원,하루원,현안 관련 관계자 간담회,9,245000,27222.222222222223,,2025-08,13,user_inherited|seq_corrupt
2025-09-x-74d7ea,2025-09-01,12:48:25,의장,최강낙지,최강낙지,현안업무 추진 사무국 직원 격려 간담회,4,48000,12000,카드,2025-09,12,seq_corrupt
2025-09-2-fc6d3d,2025-09-01,13:44:31,행정기획위원장,중국성,중국성,현안 관련 관계자 간담회,5,70000,14000,카드,2025-09,13,
